Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 12:40:27,2022-01-17 12:40:29,1.715s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 12:40:29,2022-01-17 12:41:01,32.090s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Sign in with_username""), ""quanghuyne"")",Chrome 97.0.4692.71,,,2022-01-17 12:41:01,2022-01-17 12:42:01,1m - 0.287s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_password""), ""hk4lGgMz64DUYAH1jDReqA=="")",Chrome 97.0.4692.71,,,2022-01-17 12:42:01,2022-01-17 12:42:31,30.238s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Element/input_Username_password""), Keys.chord(ENTER))",Chrome 97.0.4692.71,,,2022-01-17 12:42:31,2022-01-17 12:43:02,30.166s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Reset all""))",Chrome 97.0.4692.71,,,2022-01-17 12:43:02,2022-01-17 12:43:35,33.812s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Proceed with reset""))",Chrome 97.0.4692.71,,,2022-01-17 12:43:35,2022-01-17 12:44:06,30.287s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Cancel""))",Chrome 97.0.4692.71,,,2022-01-17 12:44:06,2022-01-17 12:44:36,30.391s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Cancel""))",Chrome 97.0.4692.71,,,2022-01-17 12:44:36,2022-01-17 12:45:06,30.162s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Chat room""))",Chrome 97.0.4692.71,,,2022-01-17 12:45:06,2022-01-17 12:45:36,30.166s,PASSED
"click(findTestObject(""Object Repository/Page_Element  Chat room/div_Chat room_mx_AccessibleButton mx_RoomHe_38521f""))",Chrome 97.0.4692.71,,,2022-01-17 12:45:36,2022-01-17 12:46:07,30.240s,PASSED
"setText(findTestObject(""Object Repository/Page_Element  Chat room/input_All Rooms_focus-visible""), ""unable"")",Chrome 97.0.4692.71,,,2022-01-17 12:46:07,2022-01-17 12:47:07,1m - 0.325s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Element  Chat room/input_All Rooms_focus-visible""), Keys.chord(ENTER))",Chrome 97.0.4692.71,,,2022-01-17 12:47:07,2022-01-17 12:47:37,30.157s,PASSED
,,,,,,,
Test Cases/Chat in private room/Send a message with emojis,Chrome 97.0.4692.71,,,2022-01-17 12:47:37,2022-01-17 12:53:43,6m - 6.374s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 12:47:37,2022-01-17 12:47:39,1.860s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 12:47:39,2022-01-17 12:47:41,1.529s,PASSED
"click(findTestObject(""Object Repository/Page_Element/a_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 12:47:41,2022-01-17 12:48:11,30.571s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Sign in with_username""), ""quanghuyne"")",Chrome 97.0.4692.71,,,2022-01-17 12:48:11,2022-01-17 12:49:12,1m - 0.269s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_password""), ""hk4lGgMz64DUYAH1jDReqA=="")",Chrome 97.0.4692.71,,,2022-01-17 12:49:12,2022-01-17 12:49:42,30.192s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Element/input_Username_password""), Keys.chord(ENTER))",Chrome 97.0.4692.71,,,2022-01-17 12:49:42,2022-01-17 12:50:12,30.171s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Reset all""))",Chrome 97.0.4692.71,,,2022-01-17 12:50:12,2022-01-17 12:50:42,30.149s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Proceed with reset""))",Chrome 97.0.4692.71,,,2022-01-17 12:50:42,2022-01-17 12:51:12,30.165s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Cancel""))",Chrome 97.0.4692.71,,,2022-01-17 12:51:12,2022-01-17 12:51:43,30.234s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Cancel""))",Chrome 97.0.4692.71,,,2022-01-17 12:51:43,2022-01-17 12:52:13,30.158s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Chat room""))",Chrome 97.0.4692.71,,,2022-01-17 12:52:13,2022-01-17 12:52:43,30.167s,PASSED
"click(findTestObject(""Object Repository/Page_Element  Chat room/div__mx_AccessibleButton mx_MessageComposer_717fb8""))",Chrome 97.0.4692.71,,,2022-01-17 12:52:43,2022-01-17 12:53:13,30.411s,PASSED
"click(findTestObject(""Object Repository/Page_Element  Chat room/div_""))",Chrome 97.0.4692.71,,,2022-01-17 12:53:13,2022-01-17 12:53:43,30.185s,PASSED
,,,,,,,
Test Cases/Chat in private room/Send a message with special characters,Chrome 97.0.4692.71,,,2022-01-17 12:53:43,2022-01-17 12:57:53,4m - 9.401s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 12:53:44,2022-01-17 12:53:46,1.884s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 12:53:46,2022-01-17 12:53:47,1.509s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 12:53:47,2022-01-17 12:53:52,4.590s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Sign in with_username""), ""quanghuyne"")",Chrome 97.0.4692.71,,,2022-01-17 12:53:52,2022-01-17 12:54:52,1m - 0.303s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_password""), ""hk4lGgMz64DUYAH1jDReqA=="")",Chrome 97.0.4692.71,,,2022-01-17 12:54:52,2022-01-17 12:55:22,30.239s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Element/input_Username_password""), Keys.chord(ENTER))",Chrome 97.0.4692.71,,,2022-01-17 12:55:22,2022-01-17 12:55:24,1.629s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Reset all""))",Chrome 97.0.4692.71,,,2022-01-17 12:55:24,2022-01-17 12:55:52,28.253s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Proceed with reset""))",Chrome 97.0.4692.71,,,2022-01-17 12:55:52,2022-01-17 12:56:22,30.147s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Cancel""))",Chrome 97.0.4692.71,,,2022-01-17 12:56:22,2022-01-17 12:56:53,30.223s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Cancel""))",Chrome 97.0.4692.71,,,2022-01-17 12:56:53,2022-01-17 12:57:23,30.136s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_CChat room""))",Chrome 97.0.4692.71,,,2022-01-17 12:57:23,2022-01-17 12:57:53,30.181s,PASSED
,,,,,,,
Test Cases/Chat in private room/Send message Hi,Chrome 97.0.4692.71,,,2022-01-17 12:57:53,2022-01-17 13:02:38,4m - 45.062s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 12:57:53,2022-01-17 12:57:55,1.887s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 12:57:55,2022-01-17 12:57:57,1.534s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 12:57:57,2022-01-17 12:58:00,3.429s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Sign in with_username""), ""quanghuyne"")",Chrome 97.0.4692.71,,,2022-01-17 12:58:00,2022-01-17 12:59:00,1m - 0.324s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_password""), ""hk4lGgMz64DUYAH1jDReqA=="")",Chrome 97.0.4692.71,,,2022-01-17 12:59:00,2022-01-17 12:59:31,30.213s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Element/input_Username_password""), Keys.chord(ENTER))",Chrome 97.0.4692.71,,,2022-01-17 12:59:31,2022-01-17 13:00:01,30.155s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Reset all""))",Chrome 97.0.4692.71,,,2022-01-17 13:00:01,2022-01-17 13:00:37,36.423s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Proceed with reset""))",Chrome 97.0.4692.71,,,2022-01-17 13:00:37,2022-01-17 13:01:07,30.160s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Cancel""))",Chrome 97.0.4692.71,,,2022-01-17 13:01:07,2022-01-17 13:01:38,30.218s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Cancel""))",Chrome 97.0.4692.71,,,2022-01-17 13:01:38,2022-01-17 13:02:08,30.158s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Chat room""))",Chrome 97.0.4692.71,,,2022-01-17 13:02:08,2022-01-17 13:02:38,30.185s,PASSED
,,,,,,,
Test Cases/Chat in private room/Send voice message,Chrome 97.0.4692.71,,,2022-01-17 13:02:38,2022-01-17 13:07:52,5m - 14.123s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 13:02:38,2022-01-17 13:02:40,1.919s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 13:02:40,2022-01-17 13:02:42,1.879s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 13:02:42,2022-01-17 13:02:44,2.063s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-17 13:02:44,2022-01-17 13:02:45,0.630s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 13:02:45,2022-01-17 13:02:46,1.252s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 13:02:46,2022-01-17 13:02:48,1.535s,PASSED
"click(findTestObject(""Object Repository/Page_Element/a_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 13:02:48,2022-01-17 13:02:50,2.821s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Sign in with_username""), ""quanghuyne"")",Chrome 97.0.4692.71,,,2022-01-17 13:02:50,2022-01-17 13:03:51,1m - 0.335s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_password""), ""hk4lGgMz64DUYAH1jDReqA=="")",Chrome 97.0.4692.71,,,2022-01-17 13:03:51,2022-01-17 13:04:21,30.242s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Element/input_Username_password""), Keys.chord(ENTER))",Chrome 97.0.4692.71,,,2022-01-17 13:04:21,2022-01-17 13:04:51,30.153s,PASSED
"click(findTestObject(""Object Repository/Page_Element 1/div_Verify with Security Key""))",Chrome 97.0.4692.71,,,2022-01-17 13:04:51,2022-01-17 13:05:02,10.987s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element 1/input_Security Key_mx_securityKey""), ""AM89fC/Z2L+0kQrgUJMoihakSLfqExGqqEDegROy7UCQVs01BySrESr2vAK0g5sjPD354BYtGaX7vGUm05HO7A=="")",Chrome 97.0.4692.71,,,2022-01-17 13:05:02,2022-01-17 13:05:32,30.368s,PASSED
"click(findTestObject(""Object Repository/Page_Element 1/button_Continue""))",Chrome 97.0.4692.71,,,2022-01-17 13:05:32,2022-01-17 13:05:51,18.566s,PASSED
"click(findTestObject(""Object Repository/Page_Element 1/div_Done""))",Chrome 97.0.4692.71,,,2022-01-17 13:05:51,2022-01-17 13:06:21,30.269s,PASSED
"click(findTestObject(""Object Repository/Page_Element 1/div_Chat roomChat room""))",Chrome 97.0.4692.71,,,2022-01-17 13:06:21,2022-01-17 13:06:52,30.310s,PASSED
"click(findTestObject(""Object Repository/Page_Element 1  Chat roomChat room/div_Error processing voice message_mx_Acces_8433cb""))",Chrome 97.0.4692.71,,,2022-01-17 13:06:52,2022-01-17 13:07:22,30.221s,PASSED
"click(findTestObject(""Object Repository/Page_Element 1  Chat roomChat room/div_Error processing voice message_mx_Acces_a7d166""))",Chrome 97.0.4692.71,,,2022-01-17 13:07:22,2022-01-17 13:07:52,30.174s,PASSED
,,,,,,,
Test Cases/Chat in private room/Video call in an empty room,Chrome 97.0.4692.71,,,2022-01-17 13:07:52,2022-01-17 13:13:58,6m - 6.394s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 13:07:52,2022-01-17 13:07:54,1.952s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 13:07:54,2022-01-17 13:07:56,1.488s,PASSED
"click(findTestObject(""Object Repository/Page_Element/a_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 13:07:56,2022-01-17 13:08:26,30.593s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Sign in with_username""), ""quanghuyne"")",Chrome 97.0.4692.71,,,2022-01-17 13:08:26,2022-01-17 13:09:27,1m - 0.317s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_password""), ""hk4lGgMz64DUYAH1jDReqA=="")",Chrome 97.0.4692.71,,,2022-01-17 13:09:27,2022-01-17 13:09:57,30.248s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Element/input_Username_password""), Keys.chord(ENTER))",Chrome 97.0.4692.71,,,2022-01-17 13:09:57,2022-01-17 13:10:27,30.150s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Verify with Security Key""))",Chrome 97.0.4692.71,,,2022-01-17 13:10:27,2022-01-17 13:11:27,1m - 0.193s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Security Key_mx_securityKey""), ""AM89fC/Z2L+0kQrgUJMoihakSLfqExGqqEDegROy7UCQVs01BySrESr2vAK0g5sjPD354BYtGaX7vGUm05HO7A=="")",Chrome 97.0.4692.71,,,2022-01-17 13:11:27,2022-01-17 13:11:58,30.348s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Continue""))",Chrome 97.0.4692.71,,,2022-01-17 13:11:58,2022-01-17 13:12:28,30.171s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Done""))",Chrome 97.0.4692.71,,,2022-01-17 13:12:28,2022-01-17 13:12:58,30.182s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Chat room""))",Chrome 97.0.4692.71,,,2022-01-17 13:12:58,2022-01-17 13:13:28,30.192s,PASSED
"click(findTestObject(""Object Repository/Page_Element  Chat room/div_Chat room_mx_AccessibleButton mx_RoomHe_45c6d9""))",Chrome 97.0.4692.71,,,2022-01-17 13:13:28,2022-01-17 13:13:58,30.239s,PASSED
,,,,,,,
Test Cases/Chat in private room/View notification,Chrome 97.0.4692.71,,,2022-01-17 13:13:58,2022-01-17 13:17:34,3m - 35.773s,FAILED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 13:13:59,2022-01-17 13:14:01,1.987s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 13:14:01,2022-01-17 13:14:02,1.547s,PASSED
"click(findTestObject(""Object Repository/Page_Element/a_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 13:14:02,2022-01-17 13:14:33,30.577s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Sign in with_username""), ""quanghuyne"")",Chrome 97.0.4692.71,,,2022-01-17 13:14:33,2022-01-17 13:15:33,1m - 0.256s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_password""), ""hk4lGgMz64DUYAH1jDReqA=="")",Chrome 97.0.4692.71,,,2022-01-17 13:15:33,2022-01-17 13:16:03,30.243s,PASSED
"click(findTestObject(""Object Repository/Page_Element/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-17 13:16:03,2022-01-17 13:16:34,30.183s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Verify with Security Key""))",Chrome 97.0.4692.71,,,2022-01-17 13:16:34,2022-01-17 13:17:34,1m - 0.641s,FAILED
,,,,,,,
Test Cases/Chat in private room/View room info,Chrome 97.0.4692.71,,,2022-01-17 13:17:34,2022-01-17 13:23:03,5m - 28.942s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 13:17:35,2022-01-17 13:17:36,1.876s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 13:17:36,2022-01-17 13:17:38,1.624s,PASSED
"click(findTestObject(""Object Repository/Page_Element/a_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 13:17:38,2022-01-17 13:17:43,4.790s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Sign in with_username""), ""quanghuyne"")",Chrome 97.0.4692.71,,,2022-01-17 13:17:43,2022-01-17 13:18:43,1m - 0.327s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_password""), ""hk4lGgMz64DUYAH1jDReqA=="")",Chrome 97.0.4692.71,,,2022-01-17 13:18:43,2022-01-17 13:19:00,17.059s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Element/input_Username_password""), Keys.chord(ENTER))",Chrome 97.0.4692.71,,,2022-01-17 13:19:00,2022-01-17 13:19:30,30.162s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Verify your identity to access encrypte_310102""))",Chrome 97.0.4692.71,,,2022-01-17 13:19:30,2022-01-17 13:19:32,1.176s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Verify with Security Key""))",Chrome 97.0.4692.71,,,2022-01-17 13:19:32,2022-01-17 13:20:02,30.179s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Security Key_mx_securityKey""), ""AM89fC/Z2L+0kQrgUJMoihakSLfqExGqqEDegROy7UCQVs01BySrESr2vAK0g5sjPD354BYtGaX7vGUm05HO7A=="")",Chrome 97.0.4692.71,,,2022-01-17 13:20:02,2022-01-17 13:20:32,30.366s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Continue""))",Chrome 97.0.4692.71,,,2022-01-17 13:20:32,2022-01-17 13:21:02,30.154s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Done""))",Chrome 97.0.4692.71,,,2022-01-17 13:21:02,2022-01-17 13:21:32,30.203s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Chat room""))",Chrome 97.0.4692.71,,,2022-01-17 13:21:32,2022-01-17 13:22:03,30.248s,PASSED
"click(findTestObject(""Object Repository/Page_Element  Chat room/div_Chat room_mx_AccessibleButton mx_RightP_44bbd4""))",Chrome 97.0.4692.71,,,2022-01-17 13:22:03,2022-01-17 13:22:33,30.288s,PASSED
"click(findTestObject(""Object Repository/Page_Element  Chat room/div_ok_mx_AccessibleButton mx_BaseCard_close""))",Chrome 97.0.4692.71,,,2022-01-17 13:22:33,2022-01-17 13:23:03,30.206s,PASSED
,,,,,,,
Test Cases/Chat in private room/Voice call in an empty room,Chrome 97.0.4692.71,,,2022-01-17 13:23:03,2022-01-17 13:27:21,4m - 17.533s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 13:23:03,2022-01-17 13:23:05,1.939s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 13:23:05,2022-01-17 13:23:07,1.719s,PASSED
"click(findTestObject(""Object Repository/Page_Element/a_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 13:23:07,2022-01-17 13:23:11,3.377s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Sign in with_username""), ""quanghuyne"")",Chrome 97.0.4692.71,,,2022-01-17 13:23:11,2022-01-17 13:24:11,1m - 0.339s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_password""), ""hk4lGgMz64DUYAH1jDReqA=="")",Chrome 97.0.4692.71,,,2022-01-17 13:24:11,2022-01-17 13:24:41,30.231s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Element/input_Username_password""), Keys.chord(ENTER))",Chrome 97.0.4692.71,,,2022-01-17 13:24:41,2022-01-17 13:25:11,30.169s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Verify with Security Key""))",Chrome 97.0.4692.71,,,2022-01-17 13:25:11,2022-01-17 13:25:16,4.913s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Security Key_mx_securityKey""), ""AM89fC/Z2L+0kQrgUJMoihakSLfqExGqqEDegROy7UCQVs01BySrESr2vAK0g5sjPD354BYtGaX7vGUm05HO7A=="")",Chrome 97.0.4692.71,,,2022-01-17 13:25:16,2022-01-17 13:25:47,30.405s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Continue""))",Chrome 97.0.4692.71,,,2022-01-17 13:25:47,2022-01-17 13:26:17,30.161s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Done""))",Chrome 97.0.4692.71,,,2022-01-17 13:26:17,2022-01-17 13:26:47,30.265s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Chat room""))",Chrome 97.0.4692.71,,,2022-01-17 13:26:47,2022-01-17 13:26:50,3.404s,PASSED
"click(findTestObject(""Object Repository/Page_Element  Chat room/div_Chat room_mx_AccessibleButton mx_RoomHe_3a54bc""))",Chrome 97.0.4692.71,,,2022-01-17 13:26:50,2022-01-17 13:27:21,30.293s,PASSED
,,,,,,,
Test Cases/Sign in manually/Sign in without inputting username and password,Chrome 97.0.4692.71,,,2022-01-17 13:27:21,2022-01-17 13:28:57,1m - 36.194s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 13:27:21,2022-01-17 13:27:23,2.029s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 13:27:23,2022-01-17 13:27:26,2.755s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 13:27:26,2022-01-17 13:27:57,30.707s,PASSED
"click(findTestObject(""Object Repository/Page_Element/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-17 13:27:57,2022-01-17 13:28:27,30.149s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Sign inHomeservermatrix.orgEditJoin mil_eab958""))",Chrome 97.0.4692.71,,,2022-01-17 13:28:27,2022-01-17 13:28:57,30.189s,PASSED
,,,,,,,
Test Cases/Create a new space/Create a private space with an empty name,Chrome 97.0.4692.71,,,2022-01-17 13:28:57,2022-01-17 13:34:59,6m - 2.461s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 13:28:57,2022-01-17 13:28:59,1.805s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 13:28:59,2022-01-17 13:29:01,1.523s,PASSED
"click(findTestObject(""Object Repository/Page_Element/a_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 13:29:01,2022-01-17 13:29:03,2.602s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Sign in with_username""), ""quanghuyne"")",Chrome 97.0.4692.71,,,2022-01-17 13:29:03,2022-01-17 13:30:03,1m - 0.277s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_password""), ""hk4lGgMz64DUYAH1jDReqA=="")",Chrome 97.0.4692.71,,,2022-01-17 13:30:03,2022-01-17 13:30:34,30.207s,PASSED
"click(findTestObject(""Object Repository/Page_Element/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-17 13:30:34,2022-01-17 13:31:04,30.132s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Reset all""))",Chrome 97.0.4692.71,,,2022-01-17 13:31:04,2022-01-17 13:31:39,35.228s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Proceed with reset""))",Chrome 97.0.4692.71,,,2022-01-17 13:31:39,2022-01-17 13:32:09,30.354s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Cancel""))",Chrome 97.0.4692.71,,,2022-01-17 13:32:09,2022-01-17 13:32:40,30.568s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Cancel""))",Chrome 97.0.4692.71,,,2022-01-17 13:32:40,2022-01-17 13:33:10,30.161s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Enable_mx_SpaceButton_icon""))",Chrome 97.0.4692.71,,,2022-01-17 13:33:10,2022-01-17 13:33:28,18.208s,PASSED
"click(findTestObject(""Object Repository/Page_Element/h3_Private""))",Chrome 97.0.4692.71,,,2022-01-17 13:33:28,2022-01-17 13:33:58,30.190s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Create""))",Chrome 97.0.4692.71,,,2022-01-17 13:33:58,2022-01-17 13:33:59,0.611s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Your private spaceAdd some details to h_395764""))",Chrome 97.0.4692.71,,,2022-01-17 13:33:59,2022-01-17 13:34:29,30.142s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Create a Group Chat_mx_ContextualMenu_b_ec9165""))",Chrome 97.0.4692.71,,,2022-01-17 13:34:29,2022-01-17 13:34:59,30.145s,PASSED
,,,,,,,
Test Cases/Create a new space/Create a public new space with an empty name,Chrome 97.0.4692.71,,,2022-01-17 13:34:59,2022-01-17 13:41:36,6m - 36.462s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 13:35:00,2022-01-17 13:35:02,1.953s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 13:35:02,2022-01-17 13:35:03,1.565s,PASSED
"click(findTestObject(""Object Repository/Page_Element/a_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 13:35:03,2022-01-17 13:35:34,30.574s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Sign in with_username""), ""quanghuyne"")",Chrome 97.0.4692.71,,,2022-01-17 13:35:34,2022-01-17 13:36:34,1m - 0.306s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_password""), ""hk4lGgMz64DUYAH1jDReqA=="")",Chrome 97.0.4692.71,,,2022-01-17 13:36:34,2022-01-17 13:37:04,30.242s,PASSED
"click(findTestObject(""Object Repository/Page_Element/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-17 13:37:04,2022-01-17 13:37:34,30.160s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Reset all""))",Chrome 97.0.4692.71,,,2022-01-17 13:37:34,2022-01-17 13:38:05,30.163s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Proceed with reset""))",Chrome 97.0.4692.71,,,2022-01-17 13:38:05,2022-01-17 13:38:35,30.145s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Cancel""))",Chrome 97.0.4692.71,,,2022-01-17 13:38:35,2022-01-17 13:39:05,30.194s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Cancel""))",Chrome 97.0.4692.71,,,2022-01-17 13:39:05,2022-01-17 13:39:35,30.149s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Enable_mx_SpaceButton_icon""))",Chrome 97.0.4692.71,,,2022-01-17 13:39:35,2022-01-17 13:40:05,30.176s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_PublicOpen space for anyone, best for c_08629a""))",Chrome 97.0.4692.71,,,2022-01-17 13:40:05,2022-01-17 13:40:35,30.189s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Create""))",Chrome 97.0.4692.71,,,2022-01-17 13:40:35,2022-01-17 13:41:06,30.176s,PASSED
