Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_Element/div_Your private spaceAdd some details to h_395764""))",Chrome 97.0.4692.71,,,2022-01-17 08:34:47,2022-01-17 08:35:17,30.136s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Create a Group Chat_mx_ContextualMenu_b_ec9165""))",Chrome 97.0.4692.71,,,2022-01-17 08:35:17,2022-01-17 08:35:47,30.173s,PASSED
,,,,,,,
Test Cases/Create a new space/Create a public new space with an empty name,Chrome 97.0.4692.71,,,2022-01-17 08:35:47,2022-01-17 08:42:06,6m - 18.561s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 08:35:48,2022-01-17 08:35:50,1.972s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 08:35:50,2022-01-17 08:35:52,1.797s,PASSED
"click(findTestObject(""Object Repository/Page_Element/a_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 08:35:52,2022-01-17 08:36:25,33.271s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Sign in with_username""), ""quanghuyne"")",Chrome 97.0.4692.71,,,2022-01-17 08:36:25,2022-01-17 08:37:25,1m - 0.312s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_password""), ""hk4lGgMz64DUYAH1jDReqA=="")",Chrome 97.0.4692.71,,,2022-01-17 08:37:25,2022-01-17 08:37:55,30.244s,PASSED
"click(findTestObject(""Object Repository/Page_Element/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-17 08:37:55,2022-01-17 08:38:00,4.330s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Reset all""))",Chrome 97.0.4692.71,,,2022-01-17 08:38:00,2022-01-17 08:38:35,34.921s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Proceed with reset""))",Chrome 97.0.4692.71,,,2022-01-17 08:38:35,2022-01-17 08:39:05,30.155s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Cancel""))",Chrome 97.0.4692.71,,,2022-01-17 08:39:05,2022-01-17 08:39:35,30.245s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Cancel""))",Chrome 97.0.4692.71,,,2022-01-17 08:39:35,2022-01-17 08:40:05,30.153s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Enable_mx_SpaceButton_icon""))",Chrome 97.0.4692.71,,,2022-01-17 08:40:05,2022-01-17 08:40:35,30.194s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_PublicOpen space for anyone, best for c_08629a""))",Chrome 97.0.4692.71,,,2022-01-17 08:40:35,2022-01-17 08:41:06,30.225s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Create""))",Chrome 97.0.4692.71,,,2022-01-17 08:41:06,2022-01-17 08:41:36,30.199s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Create a Group Chat_mx_ContextualMenu_b_ec9165""))",Chrome 97.0.4692.71,,,2022-01-17 08:41:36,2022-01-17 08:42:06,30.169s,PASSED
,,,,,,,
Test Cases/Create a new space/Create a public space with all correct information,Chrome 97.0.4692.71,,,2022-01-17 08:42:06,2022-01-17 09:12:10,30m - 3.502s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 08:42:06,2022-01-17 08:42:08,1.915s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 08:42:08,2022-01-17 08:42:11,2.303s,PASSED
"click(findTestObject(""Object Repository/Page_Element/a_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 08:42:11,2022-01-17 08:42:41,30.646s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Sign in with_username""), ""quanghuyne"")",Chrome 97.0.4692.71,,,2022-01-17 08:42:41,2022-01-17 08:43:42,1m - 0.306s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_password""), ""hk4lGgMz64DUYAH1jDReqA=="")",Chrome 97.0.4692.71,,,2022-01-17 08:43:42,2022-01-17 08:44:12,30.213s,PASSED
"click(findTestObject(""Object Repository/Page_Element/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-17 08:44:12,2022-01-17 08:44:42,30.154s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Reset all""))",Chrome 97.0.4692.71,,,2022-01-17 08:44:42,2022-01-17 08:45:13,31.467s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Proceed with reset""))",Chrome 97.0.4692.71,,,2022-01-17 08:45:13,2022-01-17 08:45:44,30.163s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Cancel""))",Chrome 97.0.4692.71,,,2022-01-17 08:45:44,2022-01-17 08:46:14,30.284s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Cancel""))",Chrome 97.0.4692.71,,,2022-01-17 08:46:14,2022-01-17 08:46:44,30.159s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Enable_mx_SpaceButton_icon""))",Chrome 97.0.4692.71,,,2022-01-17 08:46:44,2022-01-17 08:47:14,30.224s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_PublicOpen space for anyone, best for c_08629a""))",Chrome 97.0.4692.71,,,2022-01-17 08:47:14,2022-01-17 08:47:45,30.271s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Upload_spaceName""), ""Quang Huy space"")",Chrome 97.0.4692.71,,,2022-01-17 08:47:45,2022-01-17 08:48:45,1m - 0.362s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/textarea_Q""), ""Q"")",Chrome 97.0.4692.71,,,2022-01-17 08:48:45,2022-01-17 08:49:45,1m - 0.285s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/textarea_Qu""), ""Qu"")",Chrome 97.0.4692.71,,,2022-01-17 08:49:45,2022-01-17 08:50:23,37.872s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/textarea_Qua""), ""Qua"")",Chrome 97.0.4692.71,,,2022-01-17 08:50:23,2022-01-17 08:51:23,1m - 0.300s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/textarea_Quan""), ""Quan"")",Chrome 97.0.4692.71,,,2022-01-17 08:51:23,2022-01-17 08:52:24,1m - 0.285s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/textarea_Quang""), ""Quang"")",Chrome 97.0.4692.71,,,2022-01-17 08:52:24,2022-01-17 08:53:24,1m - 0.275s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/textarea_Quang_1""), ""Quang "")",Chrome 97.0.4692.71,,,2022-01-17 08:53:24,2022-01-17 08:54:24,1m - 0.281s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/textarea_Quang H""), ""Quang H"")",Chrome 97.0.4692.71,,,2022-01-17 08:54:24,2022-01-17 08:54:58,34.241s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/textarea_Quang Hu""), ""Quang Hu"")",Chrome 97.0.4692.71,,,2022-01-17 08:54:58,2022-01-17 08:55:59,1m - 0.281s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/textarea_Quang Huy""), ""Quang Huy"")",Chrome 97.0.4692.71,,,2022-01-17 08:55:59,2022-01-17 08:56:59,1m - 0.279s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/textarea_Quang Huy_1""), ""Quang Huy "")",Chrome 97.0.4692.71,,,2022-01-17 08:56:59,2022-01-17 08:57:59,1m - 0.401s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/textarea_Quang Huy s""), ""Quang Huy s"")",Chrome 97.0.4692.71,,,2022-01-17 08:57:59,2022-01-17 08:59:00,1m - 0.430s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/textarea_Quang Huy sa""), ""Quang Huy sa"")",Chrome 97.0.4692.71,,,2022-01-17 08:59:00,2022-01-17 09:00:00,1m - 0.335s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/textarea_Quang Huy s""), ""Quang Huy s"")",Chrome 97.0.4692.71,,,2022-01-17 09:00:00,2022-01-17 09:01:00,1m - 0.337s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/textarea_Quang Huy so""), ""Quang Huy so"")",Chrome 97.0.4692.71,,,2022-01-17 09:01:00,2022-01-17 09:01:36,35.672s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/textarea_Quang Huy sop""), ""Quang Huy sop"")",Chrome 97.0.4692.71,,,2022-01-17 09:01:36,2022-01-17 09:02:36,1m - 0.276s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/textarea_Quang Huy sopa""), ""Quang Huy sopa"")",Chrome 97.0.4692.71,,,2022-01-17 09:02:36,2022-01-17 09:03:37,1m - 0.320s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/textarea_Quang Huy sop""), ""Quang Huy sop"")",Chrome 97.0.4692.71,,,2022-01-17 09:03:37,2022-01-17 09:04:37,1m - 0.275s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/textarea_Quang Huy so""), ""Quang Huy so"")",Chrome 97.0.4692.71,,,2022-01-17 09:04:37,2022-01-17 09:05:37,1m - 0.305s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/textarea_Quang Huy s""), ""Quang Huy s"")",Chrome 97.0.4692.71,,,2022-01-17 09:05:37,2022-01-17 09:06:38,1m - 0.326s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/textarea_Quang Huy sp""), ""Quang Huy sp"")",Chrome 97.0.4692.71,,,2022-01-17 09:06:38,2022-01-17 09:07:38,1m - 0.341s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/textarea_Quang Huy spa""), ""Quang Huy spa"")",Chrome 97.0.4692.71,,,2022-01-17 09:07:38,2022-01-17 09:08:38,1m - 0.335s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/textarea_Quang Huy spac""), ""Quang Huy spac"")",Chrome 97.0.4692.71,,,2022-01-17 09:08:38,2022-01-17 09:09:39,1m - 0.376s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/textarea_Quang Huy space""), ""Quang Huy space"")",Chrome 97.0.4692.71,,,2022-01-17 09:09:39,2022-01-17 09:10:39,1m - 0.317s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Create""))",Chrome 97.0.4692.71,,,2022-01-17 09:10:39,2022-01-17 09:11:09,30.173s,PASSED
"click(findTestObject(""Object Repository/Page_Element  Quang Huy space/div_Enable_mx_SpaceButton_icon""))",Chrome 97.0.4692.71,,,2022-01-17 09:11:09,2022-01-17 09:11:39,30.163s,PASSED
"click(findTestObject(""Object Repository/Page_Element/span_Q""))",Chrome 97.0.4692.71,,,2022-01-17 09:11:39,2022-01-17 09:12:10,30.195s,PASSED
,,,,,,,
Test Cases/Create a new space/Create a public space with an empty address,Chrome 97.0.4692.71,,,2022-01-17 09:12:10,2022-01-17 09:20:26,8m - 16.657s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 09:12:10,2022-01-17 09:12:12,2.084s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 09:12:12,2022-01-17 09:12:14,2.265s,PASSED
"click(findTestObject(""Object Repository/Page_Element/a_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 09:12:14,2022-01-17 09:12:22,7.758s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Sign in with_username""), ""quanghuyne"")",Chrome 97.0.4692.71,,,2022-01-17 09:12:22,2022-01-17 09:13:22,1m - 0.331s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_password""), ""hk4lGgMz64DUYAH1jDReqA=="")",Chrome 97.0.4692.71,,,2022-01-17 09:13:22,2022-01-17 09:13:53,30.293s,PASSED
"click(findTestObject(""Object Repository/Page_Element/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-17 09:13:53,2022-01-17 09:14:23,30.234s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Reset all""))",Chrome 97.0.4692.71,,,2022-01-17 09:14:23,2022-01-17 09:14:53,30.209s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Proceed with reset""))",Chrome 97.0.4692.71,,,2022-01-17 09:14:53,2022-01-17 09:15:24,30.887s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Cancel""))",Chrome 97.0.4692.71,,,2022-01-17 09:15:24,2022-01-17 09:15:55,30.677s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Cancel""))",Chrome 97.0.4692.71,,,2022-01-17 09:15:55,2022-01-17 09:16:25,30.155s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Enable_mx_SpaceButton_icon""))",Chrome 97.0.4692.71,,,2022-01-17 09:16:25,2022-01-17 09:16:55,30.207s,PASSED
"click(findTestObject(""Object Repository/Page_Element/h3_Public""))",Chrome 97.0.4692.71,,,2022-01-17 09:16:55,2022-01-17 09:17:25,30.175s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Upload_spaceName""), ""quanghuy123"")",Chrome 97.0.4692.71,,,2022-01-17 09:17:25,2022-01-17 09:18:26,1m - 0.289s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Your public spaceAdd some details to he_7d9a67""))",Chrome 97.0.4692.71,,,2022-01-17 09:18:26,2022-01-17 09:18:56,30.165s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input__mx_Field_5""), """")",Chrome 97.0.4692.71,,,2022-01-17 09:18:56,2022-01-17 09:19:56,1m - 0.279s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Create""))",Chrome 97.0.4692.71,,,2022-01-17 09:19:56,2022-01-17 09:20:26,30.173s,PASSED
,,,,,,,
Test Cases/Create a new space/Create a public space with an existed address,Chrome 97.0.4692.71,,,2022-01-17 09:20:26,2022-01-17 09:27:30,7m - 4.267s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 09:20:27,2022-01-17 09:20:29,2.141s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 09:20:29,2022-01-17 09:20:31,2.362s,PASSED
"click(findTestObject(""Object Repository/Page_Element/a_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 09:20:31,2022-01-17 09:21:03,31.647s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Sign in with_username""), ""quanghuyne"")",Chrome 97.0.4692.71,,,2022-01-17 09:21:03,2022-01-17 09:22:03,1m - 0.336s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_password""), ""hk4lGgMz64DUYAH1jDReqA=="")",Chrome 97.0.4692.71,,,2022-01-17 09:22:03,2022-01-17 09:22:33,30.244s,PASSED
"click(findTestObject(""Object Repository/Page_Element/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-17 09:22:33,2022-01-17 09:23:04,30.186s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Reset all""))",Chrome 97.0.4692.71,,,2022-01-17 09:23:04,2022-01-17 09:23:36,31.922s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Proceed with reset""))",Chrome 97.0.4692.71,,,2022-01-17 09:23:36,2022-01-17 09:24:06,30.433s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Cancel""))",Chrome 97.0.4692.71,,,2022-01-17 09:24:06,2022-01-17 09:24:37,30.711s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Cancel""))",Chrome 97.0.4692.71,,,2022-01-17 09:24:37,2022-01-17 09:25:07,30.183s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Enable_mx_SpaceButton_icon""))",Chrome 97.0.4692.71,,,2022-01-17 09:25:07,2022-01-17 09:25:37,30.230s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_PublicOpen space for anyone, best for c_08629a""))",Chrome 97.0.4692.71,,,2022-01-17 09:25:37,2022-01-17 09:26:07,30.263s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Upload_spaceName""), ""Quang Huy space"")",Chrome 97.0.4692.71,,,2022-01-17 09:26:07,2022-01-17 09:27:08,1m - 0.414s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Create""))",Chrome 97.0.4692.71,,,2022-01-17 09:27:08,2022-01-17 09:27:12,4.573s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Create a Group Chat_mx_ContextualMenu_b_ec9165""))",Chrome 97.0.4692.71,,,2022-01-17 09:27:12,2022-01-17 09:27:30,18.159s,PASSED
